Province,School,Sector,Learners
LP,MALOBA PRIMARY,Public,406
LP,RADINONG,Public,406
LP,PHUTI - NARE SECONDARY SCHOOL,Public,406
MP,ARBOR PRIMARY SCHOOL,Public,406
MP,KAAPMUIDEN PRIMARY SCHOOL,Public,406
LP,FRANS MOHLALA,Public,406
EC,MANZIBOMVU JUNIOR SECONDARY SCHOOL,Public,406
EC,DUMSI JUNIOR SECONDARY SCHOOL,Public,406
EC,SOUTHBOURNE PREPARATORY SCHOOL,Public,406
KZ,LUNGISILE PRIMARY SCHOOL,Public,406
KZ,NJINGILI S,Public,406
KZ,SOMANGWE PRIMARY SCHOOL,Public,406
GP,EZIBUKWENI PRIMARY SCHOOL,Public,406
KZ,SIHLENGENI COMBINED S,Public,407
KZ,SINKONKONKO H,Public,407
KZ,WARNER BEACH JP,Public,407
KZ,MDOLOMBA JS,Public,407
GP,ISISEKO PRIMARY SCHOOL,Public,407
GP,ST MICHAEL'S PRIMARY SCHOOL,INDEPENDENT,407
GP,P.H.L MORAKA SECONDARY SCHOOL,Public,407
LP,MANOVLEI PRIMARY,Public,407
LP,BORELETSANE,Public,407
LP,KGABA SECONDARY SCHOOL,Public,407
LP,MOSHIBUDI PRIMARY SCHOOL,Public,407
LP,KGWARATLOU SECONDARY SCHOOL,Public,407
LP,LEOMA,Public,407
LP,MUNAU  JUNIOR  PRIMARY   SCHOOL,Public,407
MP,UMFUDLANA COMBINED SCHOOL,Public,407
MP,ZIKHETHELENI SECONDARY SCHOOL,Public,407
NW,MODIMONG,Public,407
EC,KUHLE PRIMARY SCHOOL,Public,407
EC,EMMANUEL PRIMARY SCHOOL,INDEPENDENT,407
EC,GASA JUNIOR SECONDARY SCHOOL,Public,407
EC,NGQUNGE JUNIOR SECONDARY SCHOOL,Public,407
EC,MKHONQO JUNIOR SECONDARY SCHOOL,Public,407
EC,MNUKWA SENIOR SECONDARY SCHOOL,Public,407
KZ,NYANDU PRIMARY SCHOOL,Public,407
KZ,ASHRAM PRIMARY SCHOOL,Public,407
KZ,DURBAN NORTH PRIMARY SCHOOL,Public,407
GP,RONDEBULT INDEPENDENT PRIMARY SCHOOL,INDEPENDENT,407
KZ,ST THOMAS SCHOOL,INDEPENDENT,407
WC,WEMMERSHOEK PRIM.,Public,407
WC,BERZELIA PRIM.,Public,407
KZ,SBAVANA PRIMARY SCHOOL,Public,408
KZ,BENJOBE JP,Public,408
GP,HARVEST CHRISTIAN SCHOOL,INDEPENDENT,408
LP,MAKULEKE  PRIMARY  SCHOOL,Public,408
LP,MANONYANENG SECONDARY,Public,408
LP,SEHONWE PRIMARY,Public,408
LP,LEHAIWA SECONDARY,Public,408
LP,LEKOKO SECONDARY SCHOOL,Public,408
LP,LEBOENG PRIMARY SCHOOL,Public,408
MP,MASIBEKELA PRIMARY SCHOOL,Public,408
MP,REKWELE PRIMARY SCHOOL,Public,408
NW,EBETSAMANG PRIMARY SCHOOL,Public,408
LP,BABINATLOU PRIMARY SCHOOL,Public,408
KZ,SITHANDIMFUNDO S,Public,408
EC,BELE JUNIOR SECONDARY SCHOOL,Public,408
EC,MAVUBEZA JUNIOR SECONDARY SCHOOL,Public,408
EC,D M SKOSANA SENIOR SECONDARY SCHOOL,Public,408
KZ,BHELEBANE JP,Public,408
KZ,NGONGOLO PRIMARY SCHOOL,Public,408
EC,KRAKEELRIVIER PRIMARY SCHOOL,Public,408
EC,COVE RIDGE PRIMARY SCHOOL,Public,408
KZ,BAMBANANI PRIMARY SCHOOL,Public,408
KZ,QAPHELANI JP,Public,409
KZ,ZOMBIZWE H,Public,409
KZ,MTHANTI COMMERCIAL AND TECHNICAL JS,Public,409
GP,EMATHAFENI PRIMARY SCHOOL,Public,409
GP,SHIRINDA PRIMARY SCHOOL,Public,409
GP,MANDLOMSOBO PRIMARY SCHOOL,Public,409
LP,JACOB PUKA,Public,409
LP,MZIMHLOPHE PRIMARY SCHOOL,Public,409
LP,MORETHUSHE PRIMARY SCHOOL,Public,409
LP,LUKAU PRIMARY SCHOOL,Public,409
MP,SOMKHAHLEKWA SECONDARY SCHOOL,Public,409
GP,PROTEA GLEN PRIMARY SCHOOL NO.2,Public,409
EC,CUNNINGHAM SENIOR SECONDARY SCHOOL,Public,409
EC,MALEPE-LEPE JUNIOR SECONDARY SCHOOL,Public,409
EC,NGQONGWENI SENIOR PRIMARY SCHOOL,Public,409
EC,MANZAMNYAMA SENIOR SECONDARY SCHOOL,Public,409
NC,HOËRSKOOL HARTSWATER,Public,409
FS,REKGOTSOFETSE S/S,Public,409
KZ,EMPILWENI PRIMARY SCHOOL,Public,409
KZ,LUCAS MEMORIAL PRIMARY SCHOOL,Public,409
KZ,MELMOTH COMBINED,Public,409
KZ,NONDUMISO S,Public,409
EC,BERLIN PRIMARY SCHOOL,Public,409
KZ,SIYACATHULA PRIMARY SCHOOL,Public,409
KZ,TABLE MOUNTAIN PRIMARY SCHOOL,Public,409
KZ,SOBETHU PRIMARY SCHOOL,Public,409
KZ,SEKELANI SP,Public,410
GP,MOTJOLI PRIMARY SCHOOL,Public,410
GP,SIR ISAAC NEWTON HIGH SCHOOL,INDEPENDENT,410
GP,ENKANGALA PRIMARY SCHOOL,Public,410
LP,TITIRHELENI PRIMARY SCHOOL,Public,410
LP,KHUTSONG PRIMARY,Public,410
LP,SESALONG PRIMARY SCHOOL,Public,410
MP,MOOLMAN PRIMARY SCHOOL,Public,410
MP,EMDIBINI PRIMARY SCHOOL,Public,410
NW,RAMOSHIE PRIMARY,Public,410
NW,TSITSING PRIMARY SCHOOL,Public,410
EC,MAHLIWANE JUNIOR SECONDARY SCHOOL,Public,410
EC,TEKO SPRINGS JUNIOR SECONDARY SCHOOL,Public,410
EC,SITOLENI PJS SCHOOL,Public,410
EC,MVIMVANE JUNIOR SECONDARY SCHOOL,Public,410
FS,SAMUEL SEBEGO PAKI S/S,Public,410
KZ,DUMENKUNGWINI PRIMARY SCHOOL,Public,410
KZ,ENSIMBINI CP,Public,410
KZ,HLAMBANYATHI PRIMARY SCHOOL,Public,410
KZ,MERRY HILL PRIMARY SCHOOL,Public,410
EC,VICTORIA GIRLS' HIGH SCHOOL,Public,411
NW,SWARTRUGGENS GEKOMBINEERDE SKOOL,Public,411
KZ,VULAMEHLO PRIMARY SCHOOL,Public,411
KZ,SHIYINKOSI S,Public,411
KZ,JIKIJELA JS,Public,411
KZ,NTOKOZWENI L PRIMARY SCHOOL,Public,411
GP,WOZANIBONE INTERM FARM SCHOOL,Public,411
GP,BEAULIEU COLLEGE,INDEPENDENT,411
LP,HEBRON MODEL SCHOOL,INDEPENDENT,411
LP,HUMULA SECONDARY SCHOOL,Public,411
LP,J.H MOLOTO,Public,411
LP,MANKGAILE PRIMARY SCHOOL,Public,411
LP,MAHLARE SENIOR SECONDARY,Public,411
MP,HLALANI SCHOOL,Public,411
MP,EKUPHILENI PRIMARY SCHOOL,Public,411
LP,ST.MARY'S INDEPENDENT PRIMARY,INDEPENDENT,411
EC,MPUMELELO SENIOR SECONDARY SCHOOL,Public,411
EC,MEVANA PJS SCHOOL,Public,411
EC,NGXONGWENI JUNIOR SECONDARY SCHOOL,Public,411
EC,DINWAYO JUNIOR SECONDARY SCHOOL,Public,411
EC,KwaVELILE JUNIOR SECONDARY SCHOOL,Public,411
EC,CRADOCK PRIMARY SCHOOL,Public,411
FS,DITHOLWANA P/S,Public,411
FS,METSIMATLE S/S,Public,411
KZ,CALUZA PRIMARY SCHOOL,Public,411
KZ,CONISTON PRIMARY SCHOOL,Public,411
KZ,EKUPHOLENI H,Public,411
KZ,MUKELANI SP,Public,411
KZ,ST JOSEPH'S PUBLIC,Public,411
KZ,EZAMAKHANYA PRIMARY SCHOOL,Public,411
KZ,SISHOSONKE H,Public,412
KZ,MAZONKE JS,Public,412
MP,SARINGWA PRIMARY SCHOOL,Public,412
LP,LAERSKOOL DRANKENSIG,Public,412
LP,DITHEBELE SECONDARY SCHOOL,Public,412
LP,MOLATI PRIMARY SCHOOL,Public,412
LP,NORTHAMPTON   PRIMARY   SCHOOL,Public,412
LP,MALOLOANE PRIMARY SCHOOL,Public,412
LP,MATOPA HIGH SCHOOL,Public,412
LP,MAPHEFO PRIMARY SCHOOL,Public,412
LP,BYLDRIFT PRIMARY,Public,412
LP,TSHIKWARANI  SENIOR  PRIMARY,Public,412
MP,GIJAMPHEZENI PRIMARY SCHOOL,Public,412
NW,JANJO HIGH SCHOOL,Public,412
EC,ELITYENI SENIOR PRIMARY SCHOOL,Public,412
EC,LUXWESA JUNIOR SECONDARY SCHOOL,Public,412
EC,NGQANE JUNIOR SECONDARY SCHOOL,Public,412
KZ,DUMAKUDE PRIMARY SCHOOL,Public,412
KZ,FUNDOKUHLE H,Public,412
KZ,GUBUZELA PRIMARY SCHOOL,Public,412
KZ,MPEPHOSE S,Public,412
EC,ST GEORGE'S PRIMARY SCHOOL,INDEPENDENT,412
GP,BASANI PRIMARY SCHOOL,Public,412
KZ,UMKOMAAS PRIMARY SCHOOL,Public,413
GP,RAKALE THABONG PRIMARY SCHOOL,Public,413
LP,MASHOBYE PRIMARY SCHOOL,Public,413
LP,NGCECHE PRIMARY,Public,413
LP,MATSIKINYANE,Public,413
MP,LITHO SECONDARY SCHOOL,Public,413
NW,GAREOSENYE PRIMARY SCHOOL,Public,413
NW,UNITED PRIMARY SCHOOL,Public,413
EC,SOLOMON MAHLANGU HIGH SCHOOL,Public,413
EC,GCINA JUNIOR SECONDARY SCHOOL,Public,413
EC,MNGAZI JUNIOR SECONDARY SCHOOL,Public,413
EC,TUNGWENI JUNIOR SECONDARY SCHOOL,Public,413
EC,XWILI JUNIOR SECONDARY SCHOOL,Public,413
EC,ZANOKHANYO JUNIOR SECONDARY SCHOOL,Public,413
EC,NDILE SENIOR PRIMARY SCHOOL,Public,413
KZ,KWAMTSHWILI PRIMARY SCHOOL,Public,413
EC,E Z KABANE HIGH SCHOOL,Public,413
KZ,MSINDAZWE PRIMARY SCHOOL,Public,413
WC,TOUWSRANTEN VGK PRIM.,Public,413
WC,GOUDINI HS.,Public,413
NW,ROSHUNVILLE PRIMARY SCHOOL,Public,414
KZ,PISGAH PRIMARY SCHOOL,Public,414
KZ,ISLAMIA MUSLIM,INDEPENDENT,414
GP,MAREMATLOU PRIMARY SCHOOL,Public,414
LP,LAERSKOOL DUIWELSKLOOF,Public,414
LP,VASASELE PRIMARY SCHOOL,Public,414
LP,RACHEBOLE PRIMARY SCHOOL,Public,414
LP,BAFALADI PRIMARY,Public,414
LP,BACHABANG PRIMARY SCHOOL,Public,414
LP,HAMUTSHA PRIMARY SCHOOL,Public,414
LP,THOMAS NTSHAVHENI PRIMARY SCHOOL,Public,414
MP,JB KHOZA PRIMARY SCHOOL,Public,414
EC,NOBANGILE SENIOR SECONDARY SCHOOL,Public,414
EC,SIDANDA SENIOR PRIMARY SCHOOL,Public,414
EC,ENYANISWENI SENIOR SECONDARY SCHOOL,Public,414
NC,CILLIE (NGK) PRIMÊRE SKOOL,Public,414
KZ,EMASANGWENI PRIMARY SCHOOL,Public,414
KZ,MDONSWA H,Public,414
KZ,NGWEBINI PRIMARY SCHOOL,Public,414
WC,BERGVILLE PRIM.,Public,414
NW,SEWAGODIMO TECHNICAL AND COMMERCIAL HIGH SCHOOL,Public,415
EC,VICTORIA PRIMARY SCHOOL,Public,415
KZ,SIVELILE JS,Public,415
KZ,MVUZEMVUZE PRIMARY SCHOOL,Public,415
LP,MAHLAHLE PRIMARY,Public,415
LP,TSHIANANE SECONDARY,Public,415
MP,SIZISIZWE PRIMARY SCHOOL,Public,415
EC,EBENEZER CHRISTIAN SCHOOL,INDEPENDENT,415
EC,MZONTSUNDU SENIOR SECONDARY SCHOOL,Public,415
EC,MTAWELANGA SENIOR PRIMARY SCHOOL,Public,415
EC,VUKANI SENIOR PRIMARY SCHOOL,Public,415
EC,MOYENI JUNIOR SECONDARY SCHOOL,Public,415
KZ,MHONGOZINI PRIMARY SCHOOL,Public,415
KZ,MZONDI PRIMARY SCHOOL,Public,415
KZ,NOMDUMO H,Public,415
LP,MODUME  PRIMARY  SCHOOL,Public,416
LP,LEFATANE PRIMARY SCHOOL,Public,416
LP,MOHLALETSE  SECONDARY,Public,416
LP,MATHEDE SEC SCHOOL,Public,416
LP,MMBABADA JUNIOR PRIMARY,Public,416
LP,MASISI PRIMARY SCHOOL,Public,416
MP,LAERSKOOL BADPLAAS,Public,416
MP,SOMAROBOGO PRIMARY SCHOOL,Public,416
NW,SAKU PRIMARY SCHOOL,Public,416
NW,AL HUDA MUSLIM SCHOOL,INDEPENDENT,416
EC,J J NJEZA HIGH SCHOOL,Public,416
EC,NDYEBO NTSALUBA SECONDARY SCHOOL,Public,416
EC,NDLUNKULU JUNIOR SECONDARY SCHOOL,Public,416
EC,QULUQU JUNIOR SECONDARY SCHOOL,Public,416
EC,MPINDWENI SENIOR SECONDARY SCHOOL,Public,416
NC,MADIBENG PRIMARY SCHOOL,Public,416
FS,HEILBRON C/S,Public,416
KZ,BANGIZWE PRIMARY SCHOOL,Public,416
KZ,IMUSHANE PRIMARY SCHOOL,Public,416
KZ,MTHOLI CP,Public,416
KZ,NDIMANDE H,Public,416
KZ,ST ANNE'S DIOCESAN COLLEGE,INDEPENDENT,416
GP,MAMBO PRIMARY SCHOOL,Public,416
KZ,ENKOMOKAZINI TECHNICAL HIGH,Public,416
KZ,MTHWANE SS SCHOOL,Public,416
KZ,NOMPUMELELO SS SCHOOL,Public,416
KZ,ADVENT HOPE CHRISTIAN SCHOOL,INDEPENDENT,416
WC,ST. PAUL'S EK PRIM.(GEORGE),Public,416
WC,PELLA MOR PRIM.,Public,416
GP,TSHIMOLLO PRIMARY SCHOOL,Public,417
GP,SA COLLEGE SCHOOL,INDEPENDENT,417
GP,TSHITSO PRIMARY SCHOOL,Public,417
LP,M.R. MAMAILA PRIMARY,Public,417
LP,NAHAKWE SECONDARY SCHOOL,Public,417
LP,JACK LAVHENGWA,Public,417
NW,RETIEF INTERMEDIATE SCHOOL,Public,417
NW,TLASENG PRIMARY,Public,417
NW,MAJABE PRIMARY SCHOOL,Public,417
EC,MBENENGENI JUNIOR SECONDARY SCHOOL,Public,417
EC,MAVELA JUNIOR PRIMARY SCHOOL,Public,417
EC,NTLAMVUKAZI SENIOR PRIMARY SCHOOL,Public,417
EC,HLALETHEMBENI JUNIOR PRIMARY SCHOOL,Public,417
FS,PHANO I/S,Public,417
KZ,IDLAMADODA S,Public,417
KZ,LINGANI PRIMARY SCHOOL,Public,417
KZ,NARDINI CONVENT PRIMARY SCHOOL,INDEPENDENT,417
EC,THORNHILL PRIMARY SCHOOL,Public,417
KZ,ST NICHOLAUS PRIMARY SCHOOL,Public,417
WC,BERGENDAL SSKV PRIM.,Public,417
GP,GALEBOE MIDDLE SCHOOL,Public,418
LP,LUPHAI SECONDARY,Public,418
LP,HAWUKA HIGH SCHOOL,Public,418
LP,MEHLEKETO PRIMARY SCHOOL,Public,418
LP,MOKGOSHI PRIMARY SCHOOL,Public,418
LP,SHURA  PRIMARY  SCHOOL,Public,418
LP,COMPREHENSIVE TRINITY ACADEMY,INDEPENDENT,418
LP,RAMOGOSETSI MAGANA SECONDARY SCHOOL,Public,418
MP,EDUCODE PRIMARY SCHOOL,INDEPENDENT,418
NW,LAERSKOOL DRIEFONTEINE,Public,418
NW,KGOSIETSILE LETHOLA HIGH SCHOOL,Public,418
EC,MAQANYENI SENIOR PRIMARY SCHOOL,Public,418
EC,SENTUBE JUNIOR SECONDARY SCHOOL,Public,418
EC,MVUBU PRIMARY SCHOOL,Public,418
EC,TLHAKANELO JUNIOR SECONDARY SCHOOL,Public,418
EC,WITTEBERGEN JUNIOR SECONDARY SCHOOL,Public,418
KZ,BAQAQE CP,Public,418
KZ,BHEKABATHEMBU S,Public,418
KZ,ELANGENI S,Public,418
KZ,GLENASHLEY JP,Public,418
KZ,OCEANVIEW PRIMARY SCHOOL,Public,418
WC,ELLERTON PRIM.,Public,418
WC,FRANSCHHOEK HS.,Public,418
GP,MAWILA PRIMARY SCHOOL,Public,419
MP,WELANI PRIMARY SCHOOL,Public,419
MP,MOTLAMOGATSANE PRIMARY SCHOOL,Public,419
MP,NEMBE MHLABA PRIMARY SCHOOL,Public,419
LP,NKGOPOLENG BAKONE SENIOR SECONDARY,Public,419
LP,MOLOISI SECONDARY SCHOOL,Public,419
LP,LETEBELE MARISHANE,Public,419
LP,BONANG-BONANI PRIMARY SCHOOL,Public,419
MP,MAYISHA SECONDARY SCHOOL,Public,419
MP,MSHENGU INCLUSIVE SCHOOL,Public,419
NW,MOKGALWANA PRIMARY SCHOOL,Public,419
NW,MOTUBA HIGH SCHOOL,Public,419
NW,RABOTSILE PRIMARY,Public,419
NW,THORNHILL PRIMARY,Public,419
EC,CETSHE JUNIOR SECONDARY SCHOOL,Public,419
EC,NDLOVIMILE JUNIOR SECONDARY SCHOOL,Public,419
EC,NTAFUFU JUNIOR SECONDARY SCHOOL,Public,419
EC,MATSHONA JUNIOR SECONDARY SCHOOL,Public,419
FS,TWEESPRUIT P/S,Public,419
FS,WESSEL MAREE S/S,Public,419
KZ,FOREST VIEW PRIMARY SCHOOL,Public,419
KZ,IGUGULABANGUNI PRIMARY SCHOOL,Public,419
KZ,MAKABONGWE PRIMARY SCHOOL,Public,419
KZ,MASHANANDANE S,Public,419
GP,SPARTAN HIGH SCHOOL,INDEPENDENT,419
EC,ST DOMINIC'S PRIORY JUNIOR SCHOOL,INDEPENDENT,419
NW,PUSO PRIMARY SCHOOL,Public,420
NW,SEFUTSWELO SECONDARY SCHOOL,Public,420
KZ,GEORGE CALTEX PRIMARY SCHOOL,Public,420
GP,SWARTKOP VALLEY PRIMARY FARM SCHOOL,Public,420
LP,NGHOMUNGHOMU PRIMARY SCHOOL,Public,420
LP,MAHLABEZULU PRIMARY,Public,420
LP,MAMADISHA PRIMARY SCHOOL,Public,420
LP,SEBOKELA PRIMARY SCHOOL,Public,420
LP,MALEKUTU SECONDARY SCHOOL,Public,420
LP,MOLWETSI SEC SCHOOL,Public,420
LP,MAMPHODO SECONDARY SCHOOL,Public,420
LP,TSHISEVHE PRIMARY SCHOOL,Public,420
MP,NJOMANE PRIMARY SCHOOL,Public,420
MP,SAMBO PRIMARY SCHOOL,Public,420
MP,THABANG PRIMARY SCHOOL,Public,420
NW,RASIMONE PRIMARY SCHOOL,Public,420
NW,TSHWARANGTHATA PRIMARY,Public,420
EC,MZONKESHE PUBLIC SCHOOL,Public,420
EC,SIBONELELO JS SCHOOL,Public,420
FS,EE MONESE C/S,Public,420
FS,ZASTRON C/S,Public,420
KZ,CECILIA PRIMARY SCHOOL,Public,420
KZ,EKHOKHWANE PRIMARY SCHOOL,Public,420
KZ,EKUZAMENI PRIMARY SCHOOL,Public,420
KZ,EMADOLOBHENI PRIMARY SCHOOL,Public,420
KZ,HAMILTON MAKHANYA S,Public,420
KZ,KHONYA JP,Public,420
KZ,NSINGABANTU PRIMARY SCHOOL,Public,420
WC,PINEHURST PRIM.,Public,420
WC,GRASSY PARK EC PRIM.,Public,420
NW,RAMABESA PRIMARY SCHOOL,Public,421
KZ,SCOTTBURGH PRIMARY SCHOOL,Public,421
GP,ENTOKOZWENI PRIMARY SCHOOL,Public,421
MP,OAKLEY HIGHER PRIMARY SCHOOL,Public,421
LP,RIPINDZI PRIMARY SCHOOL,Public,421
LP,MALENKWANA PRIMARY,Public,421
LP,MASHILABELE,Public,421
LP,NARENG SECONDARY SCHOOL,Public,421
LP,MPHAGANE  P SCHOOL,Public,421
MP,IMEMEZA SECONDARY SCHOOL,Public,421
EC,MALAHLE PJS SCHOOL,Public,421
EC,KHWAZA SENIOR SECONDARY SCHOOL,Public,421
KZ,ASIPHIKELELE S,Public,421
KZ,EKUDONSENI PRIMARY SCHOOL,Public,421
KZ,MAZWENDODA SS,Public,421
KZ,NCEPHENI PRIMARY SCHOOL,Public,421
KZ,NDONDAKUSUKA SS,Public,421
KZ,NGCAKA PRIMARY SCHOOL,Public,421
GP,TIAKENI PRIMARY SCHOOL,Public,421
KZ,ZAMOKUHLE SS SCHOOL,Public,421
KZ,IMPALA S,Public,421
WC,SUURBRAAK PRIM.,Public,421
KZ,TSHONGWE PRIMARY SCHOOL,Public,422
KZ,WEBBSTOWN PRIMARY SCHOOL,Public,422
GP,THEMBALIKAZULU PRIMARY SCHOOL,Public,422
MP,MADZUMA HIGH SCHOOL,Public,422
LP,MAHUNTSI  PRIMARY  SCHOOL,Public,422
LP,MATOME MODIKA SECONDARY,Public,422
LP,MPAPALATI,Public,422
LP,MATHIBADIFATE SECONDARY SCHOOL,Public,422
LP,SUSWE PRIMARY SCHOOL,Public,422
LP,MOTJERE SENIOR SECONDARY,Public,422
LP,MATHABE PRIMARY SCHOOL,Public,422
LP,RAMOHLOKOLO SENIOR SECONDARY SCHOOL,Public,422
LP,ROBERT  MBULUNGENI   SEC  SCHOOL,Public,422
LP,TSHIULUNGOMA PRIMARY SCHOOL,Public,422
LP,GUVHUKUVHU SECONDARY SCHOOL,Public,422
NW,HERMAN THEBE HIGH,Public,422
EC,SAKHILE SENIOR PRIMARY SCHOOL,Public,422
EC,BLYTHSWOOD HIGH SCHOOL,Public,422
EC,GWELANE HIGH SCHOOL,Public,422
EC,MPOZA JUNIOR SECONDARY SCHOOL,Public,422
EC,NDABANKULU SENIOR PRIMARY SCHOOL,Public,422
EC,HOLOMISA SENIOR SECONDARY SCHOOL,Public,422
EC,MAZENI JUNIOR SECONDARY SCHOOL,Public,422
EC,PELE-PELE SENIOR PRIMARY SCHOOL,Public,422
EC,SOLOMZI JUNIOR SECONDARY SCHOOL,Public,422
EC,INDWE H SCHOOL,Public,422
KZ,DUNGA JP,Public,422
KZ,MAKHASANENI PRIMARY SCHOOL,Public,422
KZ,MAQHINGA MEMORIAL H,Public,422
KZ,MHUBHENI H,Public,422
KZ,MVINI PRIMARY SCHOOL,Public,422
KZ,NOMAFU H,Public,422
EC,ADELAIDE GYMNASIUM,Public,422
KZ,MACINGWANE S,Public,422
WC,LANGENHOVEN HS.,Public,422
GP,GIYANI PRIMARY SCHOOL,Public,423
GP,LAERSKOOL BREDELL,Public,423
GP,SECHABA PRIMARY SCHOOL,Public,423
LP,NTWAMPE SECONDARY SCHOOL,Public,423
LP,PHOOKO PRIMARY SCHOOL,Public,423
NW,MOLOTSI PRIMARY,Public,423
NW,MAHUBE INTERMEDIATE,Public,423
NW,HOËRSKOOL WOLMARANSSTAD,Public,423
LP,DE MONTFORT CATHOLIC SCHOOL,INDEPENDENT,423
EC,SPRINGSIDE JUNIOR SECONDARY SCHOOL,Public,423
KZ,DUMANGOBUHLE PRIMARY SCHOOL,Public,423
KZ,EKUTHOKOZENI PRIMARY SCHOOL,Public,423
KZ,NTUTHUNGA PRIMARY SCHOOL,Public,423
EC,ST ALBANS PRIMARY SCHOOL,Public,423
EC,ETHEMBENI ENRICHMENT CENTRE,Public,423
WC,KLIPFONTEIN MET PRIM.,Public,423
KZ,UMTHOMBO JS,Public,424
GP,MANGWELE PRIMARY SCHOOL,Public,424
GP,AZAADVILLE MUSLIM SCHOOL,INDEPENDENT,424
LP,MAKHABENI PRIMARY,Public,424
LP,MADOBI PRIMARY SCHOOL,Public,424
LP,MALATSWA HIGH SCHOOL,Public,424
LP,MATSOBANE PRIMARY SCHOOL,Public,424
LP,MASAGO PRIMARY,Public,424
LP,NAPSADI SENIOR SECONDARY  SCHOOL,Public,424
LP,KHOGONYANE JP SCHOOL,Public,424
LP,MUTENDE PRIMARY,Public,424
LP,THONONDA PRIMARY SCHOOL,Public,424
EC,BOLENI JUNIOR SECONDARY SCHOOL,Public,424
EC,CEFANE PJS SCHOOL,Public,424
EC,DALUKHANYO JUNIOR SECONDARY SCHOOL,Public,424
EC,NZWAKAZI JUNIOR SECONDARY SCHOOL,Public,424
EC,ZIBUTE PJS SCHOOL,Public,424
EC,MJALISWA JUNIOR SECONDARY SCHOOL,Public,424
EC,ZOLANI JUNIOR SECONDARY SCHOOL,Public,424
NC,MARUPING PRIMARY SCHOOL,Public,424
KZ,AYS MEMORIAL PRIMARY SCHOOL,Public,424
KZ,ETHAFENI PRIMARY SCHOOL,Public,424
KZ,MSHANGUZANA H,Public,424
KZ,NTSHIDI PRIMARY SCHOOL,Public,424
EC,PHAKAMILE PRIMARY SCHOOL,Public,424
EC,SPENCER MABIJA COMBINED SCHOOL,Public,424
GP,QUEENS PRIVATE SCHOOL,INDEPENDENT,424
NW,BABUSENG PRIMARY SCHOOL,Public,424
KZ,SIVULE PRIMARY SCHOOL,Public,425
GP,DITAWANA PRIMARY SCHOOL,Public,425
GP,ALTHEA INDEPENDENT SCHOOL,INDEPENDENT,425
GP,PANFONTEIN INTERMEDIATE,Public,425
MP,PHULANI HIGH SCHOOL,Public,425
LP,MOHALE PRIMARY,Public,425
LP,MMAKGABO SEN SEC SCHOOL,Public,425
LP,BOSCHPLAATS PRIMARY SHCOOL,Public,425
LP,NOKO-TLOU SECONDARY SCHOOL,Public,425
LP,NTSEDZENI  SECONDARY  SCHOOL,Public,425
MP,RATLHAHANA SECONDARY SCHOOL,Public,425
MP,HOLEKA SECONDARY SCHOOL,Public,425
NW,SAMENYANE PRIMARY SCHOOL,Public,425
EC,NKUNZIMBINI JUNIOR SECONDARY SCHOOL,Public,425
EC,UPPER NGQWARA JUNIOR SECONDARY SCHOOL,Public,425
EC,CABAZANA JUNIOR SECONDARY SCHOOL,Public,425
EC,KHORONG SENIOR SECONDARY SCHOOL,Public,425
EC,LUDIDI SENIOR SECONDARY SCHOOL,Public,425
EC,QAMANGWENI JUNIOR SECONDARY SCHOOL,Public,425
KZ,BAGIBILE H,Public,425
KZ,EKWENAMENI PRIMARY SCHOOL,Public,425
KZ,HAMBANGENDLELA H,Public,425
KZ,PHENDUKA PRIMARY SCHOOL,Public,425
KZ,PHIKELELA SP,Public,425
WC,CHRISTIAN DAVID MOR PRIM.,Public,425
WC,VANRHYNSDORP HS.,Public,425
WC,LUTZVILLE HS.,Public,425
KZ,ST BENEDICT,INDEPENDENT,426
GP,IGUGU PRIMARY SCHOOL,Public,426
LP,MABODIBENG SECONDARY,Public,426
LP,KHATAZA HIGH SCHOOL,Public,426
LP,MBONENI    PRIMARY  SCHOOL,Public,426
LP,VHUTAVHATSINDI SECONDARY SCHOOL,Public,426
LP,RATSHIKWEKWETE SECONDARY,Public,426
MP,KOBI PRIMARY SCHOOL,Public,426
GP,LAWLEY PRIMARY SCHOOL NO.2,Public,426
EC,MAKUNGA MVALO PRIMARY SCHOOL,Public,426
EC,LUKHANYISO JUNIOR SECONDARY SCHOOL,Public,426
EC,MAKI JUNIOR SECONDARY SCHOOL,Public,426
EC,EMAZWENI JUNIOR PRIMARY SCHOOL,Public,426
EC,NOWALALA JUNIOR SECONDARY SCHOOL,Public,426
EC,EBENEZER NYATHI SENIOR SECONDARY SCHOOL,Public,426
EC,TARKASTAD PRIMARY SCHOOL,Public,426
NC,LESEDI SECONDARY SCHOOL,Public,426
KZ,HOLINYOKA PRIMARY SCHOOL,Public,426
KZ,MAHELANE S,Public,426
KZ,MWELASE PRIMARY SCHOOL,Public,426
KZ,NSUKAZI PRIMARY SCHOOL,Public,426
EC,GCOBANI SENIOR PRIMARY SCHOOL,Public,426
KZ,PRINCESS LANGAZANA S,Public,426
WC,VELDDRIF HS.,Public,426
KZ,SINQUMENI PRIMARY SCHOOL,Public,427
LP,GIDJANA SECONDARY,Public,427
LP,BOLOBEDU PRIMARY SCHOOL,Public,427
LP,MOLATE HIGH SCHOOL,Public,427
LP,RASEKGALE PRIMARY,Public,427
LP,BAPHUTHENG SECONDARY SCHOOL,Public,427
LP,MATHULA PRIMARY,Public,427
